Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	TPA_HF.pEF_U10.1	TPA_HF.pEF_U10.2	TPA_HF.pEF_U11.1	TPA_HF.pEF_U11.2	TPA_HF.pEF_U16.1	TPA_HF.pEF_U16.2	TPA_HF.pEF_U2.1	TPA_HF.pEF_U2.2	TPA_HF.pEF_U24.1	TPA_HF.pEF_U24.2	TPA_HF.pEF_U4.1	TPA_HF.pEF_U4.2	TPA_HF.pEF_U5.1	TPA_HF.pEF_U5.2	TPA_HF.pEF_U8.1	TPA_HF.pEF_U8.2	TPA_HF.pEF_U9.1	TPA_HF.pEF_U9.2	TPA_HF.rEF_U30.1	TPA_HF.rEF_U30.2	TPA_HF.rEF_U34.1	TPA_HF.rEF_U34.2	TPA_HF.rEF_U37.1	TPA_HF.rEF_U37.2	TPA_HF.rEF_U39.1	TPA_HF.rEF_U39.2	TPA_HF.rEF_U42.1	TPA_HF.rEF_U42.2	TPA_HF.rEF_U46.1	TPA_HF.rEF_U46.2	TPA_HF.rEF_U48.1	TPA_HF.rEF_U48.2	TPA_HF.rEF_U53.1	TPA_HF.rEF_U53.2	TPA_Ctrl_U57.1	TPA_Ctrl_U57.2	TPA_Ctrl_U59.1	TPA_Ctrl_U59.2	TPA_Ctrl_U60.1	TPA_Ctrl_U60.2	TPA_Ctrl_U62.1	TPA_Ctrl_U62.2	TPA_Ctrl_U64.1	TPA_Ctrl_U64.2	TPA_Ctrl_U65.1	TPA_Ctrl_U65.2	TPA_Ctrl_U66.1	TPA_Ctrl_U66.2	TPA_Ctrl_U67.1	TPA_Ctrl_U67.2	TPA_Ctrl_U68.1	TPA_Ctrl_U68.2	TPA_Ctrl_U71.1	TPA_Ctrl_U71.2
"P45880-2;P45880;P45880-1;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1"	"P45880-2;P45880;P45880-1;A0A0A0MR02"	"6;6;6;5;2;2;1"	"6;6;6;5;2;2;1"	"6;6;6;5;2;2;1"	Voltage-dependent anion-selective channel protein 2	VDAC2	0	1.840289168	8.43249731	8.938867563	0.679906867	0.226473737	1.344896712	1.385062098	1.902545981	0.583429742	0	0	0	0.443913952	3.508265246	3.193110436	2.213224126	2.733564385	1.667022172	0.614776251	0.937646345	0.495543499	3.497454096	3.848878334	1.038849718	0.843577491	8.689121751	8.346517933	4.395009053	3.178949711	1.330097682	1.435106062	7.721005103	7.087439599	0	0	1.278966226	4.938625933	3.386732839	1.856096951	0	0	0	0	1.020847325	3.880340912	0.908896698	1.326774526	15.12005138	4.990280539	2.012508881	2.609433053	3.905986415	1.117413357
"B4DPG6;J3KPJ0;Q6P531-2;Q6P531"	"B4DPG6;J3KPJ0;Q6P531-2;Q6P531"	"3;3;3;3"	"3;3;3;3"	"3;3;3;3"	"Gamma-glutamyltransferase 6;Gamma-glutamyltransferase 6 heavy chain;Gamma-glutamyltransferase 6 light chain"	GGT6	0.591364436	0.535640228	0.207490631	0	0.513021983	0.472011421	3.302940789	3.308344806	1.748194148	1.723948362	0.887752015	1.166343259	0	0.439276154	1.80254279	1.90385237	0	0	1.558421659	1.200401081	3.075299944	3.390657798	1.878228052	1.894073387	4.038513876	2.547371915	0.929962831	1.100835731	0.609986328	0.622921453	2.254399749	1.977389052	1.10566968	1.185143718	0	0.990864133	0	0	5.941067989	2.248025575	0	0	0.437872467	0	2.917236446	3.556291663	0.626713233	0.499222971	3.359302905	0.867409864	0.700969966	0	0.837972406	0.786762419
"P17931;G3V3R6"	"P17931;G3V3R6"	"3;2"	"3;2"	"3;2"	"Galectin-3;Galectin"	LGALS3	0.453166911	0	1.809911984	1.689342915	0	0	2.259713969	1.693213011	1.064583915	0.910019066	0.73856578	0	0.979252843	1.027420756	2.826913455	3.067442629	1.657646851	1.863656965	1.076367992	0.853655166	1.498582574	1.593600324	1.039237901	1.109134632	2.151444276	1.481392636	1.174050449	1.229602845	1.148251589	1.369551976	1.192323801	1.04629787	1.200006499	1.133939337	0.925318523	1.282076914	0	0	0	0	0	0	1.15292356	0	1.93827408	0.986673538	0	0	18.90522789	0	0	2.217762118	1.14733974	1.156016825
"A0A0G2JP44;A0A0G2JMW3;Q9HBB8-2;Q9HBB8-4;Q9HBB8"	"A0A0G2JP44;A0A0G2JMW3;Q9HBB8-2;Q9HBB8-4;Q9HBB8"	"7;7;7;7;7"	"7;7;7;7;7"	"7;7;7;7;7"	Cadherin-related family member 5	CDHR5	0.722416852	0.353524719	0.603910042	0.495058229	0.375789159	0	1.423411036	1.74747951	0.386464247	0.519040947	0	0.507853798	0.352319376	0.427252819	0.694688015	0.665855855	0	0	0.485584789	0.624737731	2.020021579	1.650250462	1.081093664	1.166693074	3.353700582	2.037698218	0.536498402	0.647884118	0	0.897073692	0.574354292	0.402099035	0.506014469	0.567841591	1.589740814	2.628681696	0.417384754	2.706720503	8.230254078	1.615885321	2.548663274	2.434594605	0.181403452	0.403156777	1.167591081	2.626571146	1.161228909	1.029706271	2.369226724	0.679493433	0.668119154	0.411460189	0.77128481	0.720729661
"X6RJP6;P37802;P37802-2"	"X6RJP6;P37802;P37802-2"	"10;10;10"	"10;10;10"	"10;10;10"	Transgelin-2	TAGLN2	2.840781746	2.446935339	22.58877066	21.97587744	0	0	2.271495904	1.505411012	0.974713447	1.370779711	0	1.173873532	2.427932502	0	5.644900965	4.492114635	4.436982518	5.033460882	5.954860845	4.014042769	3.474124374	3.277963183	5.70275601	1.265465968	2.177094972	0.717971945	10.93685597	11.98164844	0	1.760980944	1.892936136	1.067503716	9.840317847	11.31549493	0.817808109	2.058779064	0	2.712886065	6.731356366	6.130166712	8.632640943	7.350811292	0.935754014	0	6.147645561	9.136072855	1.923524413	2.773086924	23.13837643	8.152682625	6.569662689	6.361827089	6.950974558	6.080659492
"A0A494C0F5;Q9Y279-3;Q9Y279-2;Q9Y279;H7C062"	"A0A494C0F5;Q9Y279-3;Q9Y279-2;Q9Y279"	"5;5;5;5;2"	"5;5;5;5;2"	"5;5;5;5;2"	V-set and immunoglobulin domain-containing protein 4	VSIG4	0	0	0	1.114559062	11.57332844	10.02180202	32.2977567	34.08227299	5.370075567	5.586372278	9.412757753	12.98686124	15.53531066	14.62543341	1.792848021	1.175441793	1.868660846	0	9.352261124	8.046977365	16.81716227	18.09040976	5.891789622	5.942450916	14.49325396	8.323666955	5.767907283	3.377242458	0	0.744233779	6.066994404	6.116763829	6.178693822	1.709049414	3.917568991	10.92941781	0	0	25.39018724	10.38056076	3.942701606	3.887351546	0.704630704	1.193611641	11.14294152	13.25111733	2.612614231	2.106630919	21.21283999	6.995573395	1.816169376	0	11.7486557	9.525903906
"P18510-2;P18510-4;P18510;P18510-3;A0A8Q3WMN6"	"P18510-2;P18510-4;P18510;P18510-3"	"8;7;7;7;1"	"8;7;7;7;1"	"8;7;7;7;1"	Interleukin-1 receptor antagonist protein	IL1RN	2.713110435	3.982897477	38.88786237	39.57425054	0	0.433688622	4.558103093	5.204402922	0.637302577	0	1.811599218	1.121294475	0.72800287	0	2.966894806	0	8.703706534	8.502678475	3.374200576	1.31609842	2.089402928	2.314310323	2.957376978	3.102943928	2.741023698	1.870764044	14.89276669	16.87425098	2.683005306	4.446368846	0	1.161423926	14.97332869	9.981477195	2.32686705	0	0.579489984	2.754877206	11.78007816	6.653718824	5.201500339	5.125905489	0	0	11.51814191	12.20516638	3.904011395	5.610838516	47.20278783	20.63155495	6.427623105	6.402947172	1.442500601	2.180629797
"K7EPJ4;Q8IUL8"	"K7EPJ4;Q8IUL8"	"11;11"	"11;11"	"11;11"	"Cartilage intermediate layer protein 2;Cartilage intermediate layer protein 2 C1;Cartilage intermediate layer protein 2 C2"	CILP2	0.983353842	1.1819248	0.090261425	0	0.205577663	0.416681338	0.890176497	0.829491023	0.6234499	0.575607184	0	0.254610224	0.400819907	0.217678769	1.314916458	1.35529183	0	0	1.425210193	0.779943162	1.557206988	1.8886159	1.007415646	1.258029197	1.814452586	0.634010389	0.401002059	0.389698486	0	0.723611734	0.87440702	0.952436795	0.284448114	0.517146165	0.754057822	1.006269645	0.22062169	0.738558769	1.426011468	1.474009937	0.128046955	0	0.184014678	0.355548227	0.506589742	1.368606585	0.6673867	0.673973034	0	0	0.494287424	0	0.84338117	0.923938871
"A0A2R8Y7M3;A0A2R8Y5S7;P35241;P35241-5;P35241-4;E9PNV3;P35241-3;A0A2R8Y5P0;E9PQ82;P35241-2;E9PNP4"	"A0A2R8Y7M3;A0A2R8Y5S7;P35241;P35241-5;P35241-4"	"10;10;10;10;5;4;4;3;3;3;1"	"5;5;5;5;3;2;2;2;1;3;0"	"5;5;5;5;3;2;2;2;1;3;0"	Radixin	RDX	3.448188064	4.336049693	1.755763758	0	0	0	16.96375882	18.85339389	1.638758577	1.653541412	0	6.351486304	14.36575026	14.88614963	3.934885863	3.371038426	4.91957187	6.090841484	7.297355016	6.241761845	7.74204991	8.465458852	8.226920758	8.789769689	4.357306997	3.671897273	8.920278491	7.509248285	2.863520224	0	6.915574262	6.542446932	6.199521693	5.959538697	4.242142469	6.849025087	0	0	1.39493512	4.430305223	0.246750623	0	1.281906868	0	5.86705065	7.642509135	0	0	4.693494035	1.259416208	2.294711717	1.96030798	5.627657511	3.791964028
"Q5JR08;P08134;E9PQH6;Q5JR07;Q5JR05;Q5JR06;E9PN11;U3KQA9;U3KQV3;E9PLA2"	"Q5JR08;P08134;E9PQH6;Q5JR07;Q5JR05;Q5JR06;E9PN11;U3KQA9;U3KQV3"	"8;8;7;5;5;4;4;4;4;3"	"8;8;7;5;5;4;4;4;4;3"	"3;3;3;1;1;1;1;1;1;1"	Rho-related GTP-binding protein RhoC	RHOC	1.225061615	0	7.267770206	5.804470313	0.85926986	0.825556119	1.56226421	1.464195799	1.305165051	2.062400571	0	0	1.295730034	0	3.817976106	5.411795627	0.554173254	1.036770342	7.411813065	6.496687322	2.397285511	2.049096801	3.808105047	6.040361322	1.304730008	1.078882868	2.563099618	3.875200287	2.52061547	0	2.667472302	3.320785217	3.677470552	3.360261848	2.573935247	4.655575469	0	0	4.197285364	2.253021232	0	0	0	0	1.770174742	1.494497347	0	0	9.119312314	2.872262277	1.918203062	1.825651703	0	0
P25940	P25940	4	4	4	Collagen alpha-3(V) chain	COL5A3	1.444351604	1.649945192	0	0	0.174222922	0	1.286044499	1.307201351	1.461923632	1.459420182	1.041364373	1.607974944	0.457357504	0.38465298	1.355164489	1.311265751	0	0.070670174	0.343398762	0.641976012	1.377878736	1.3415621	1.275765408	1.345194312	2.962972734	1.765096175	1.164237801	0.888167725	0	0	0.880831271	0.75194028	0.682686158	0.746998563	0.933508676	1.522856986	0.402227853	1.089305268	3.252217185	1.954359702	0.779295756	0.66602916	0.741615804	0.994680714	1.5328208	1.164560669	0.831485363	0.919575273	1.327849653	0.362752045	0.575648832	0.537379433	0.731063016	0.570391404
"H3BMA1;H3BUX1;Q13421-4;Q13421-3;Q13421-2;Q13421;H3BR90"	"H3BMA1;H3BUX1;Q13421-4;Q13421-3;Q13421-2;Q13421"	"6;6;6;6;6;5;2"	"6;6;6;6;6;5;2"	"6;6;6;6;6;5;2"	"Mesothelin;Megakaryocyte-potentiating factor;Mesothelin, cleaved form"	MSLN	1.45991748	1.453317782	0.50278548	0.908713028	1.511414986	1.317217346	4.330453582	3.334833342	0.412133308	0	5.596269111	9.267437791	10.15130278	8.893457574	0	0	0.714556996	0	3.701734749	3.475872582	3.394560123	3.540879562	3.517509297	3.487656969	13.39384255	8.194350272	1.813751103	2.821163252	0	0	2.71220082	2.106085753	1.723537657	3.159722779	0.53453173	0.666836285	0.961092692	2.55037342	3.923052652	1.715363514	2.434599404	2.271670354	0	0	1.533182266	1.594760279	2.382406732	0.908731848	10.32177712	2.995730115	1.545419988	1.435126375	3.632661549	2.933060233
"A6NI73-4;A6NI73-3;A6NI73-2;A6NI73"	"A6NI73-4;A6NI73-3;A6NI73-2;A6NI73"	"4;4;4;4"	"4;4;4;4"	"4;4;4;4"	Leukocyte immunoglobulin-like receptor subfamily A member 5	LILRA5	2.209063756	3.483320352	0	0	1.501525949	1.003963841	3.898501184	4.346227099	1.903478846	1.80116621	1.519732472	2.238685788	0.901034882	0.702444097	3.815580716	3.76872092	0	0	2.327089895	2.571423114	3.352553779	2.902488592	2.2560868	1.366402494	2.050935224	1.489330231	0.685092194	2.52931039	0	0	2.22331115	2.418934789	1.944549455	1.083618569	0.343338682	0.989467237	0	1.442604835	4.509994125	6.121410563	0	0	0.432714188	0	4.916653545	7.069157252	2.272667712	2.781316198	7.12658415	2.601488712	1.138220043	1.003184597	1.676754008	1.593141918
"Q14247;Q14247-3;H0YEV2"	"Q14247;Q14247-3"	"3;3;1"	"3;3;1"	"2;2;0"	Src substrate cortactin	CTTN	0.572588668	0.804547801	0.286858422	0.39190966	0	0	0.357272962	0.294481414	0.675226391	0.539365449	0.164137533	0.19631936	0.871940713	0.815904926	0.302506745	0.387971765	0	0	1.084670045	0.751501043	1.407689277	1.545952396	0.784223949	0.754712632	0.398167336	0.146832919	0.439356707	0.507546696	0	0	0.237639695	0.253257787	0.556782299	0.45912371	1.523712795	2.51855701	0	0	0	0	0	0	0	0	0.443985207	0.547909729	0.386395744	0.299629118	2.378266085	0.687656677	0.475976332	0.462130263	0.436824566	0.351557729
"Q8NCC3;Q8NCC3-2;H3BM47;B4DPU0;B4DJW4;H3BPT3"	"Q8NCC3;Q8NCC3-2"	"5;3;2;2;2;2"	"5;3;2;2;2;2"	"2;2;0;2;0;0"	Group XV phospholipase A2	PLA2G15	1.769654292	2.048368817	0.909208324	0.94815764	0	0	1.480260999	1.283817007	0.795990194	1.215734412	1.65266344	1.419527063	1.595885096	1.001183387	1.065484881	0.827855317	0	0	1.682186963	2.490778847	3.747475022	4.229999188	3.089497003	3.294083201	0	0.908173718	1.061275333	0.747595326	0.694700277	0	1.404751881	1.699122972	0.804416016	0.8624695	1.527720891	2.477160961	0	0	0	0	0	0	0	0	0.547200832	0	1.040640474	1.122355353	0	0	0	0.970782396	0.5727261	0
"P08572;A0A3B3IS47;A0A087WY39;A0A3B3ITQ8"	P08572	"5;2;1;1"	"5;2;1;1"	"5;2;1;1"	"Collagen alpha-2(IV) chain;Canstatin"	COL4A2	0.590610247	0.467849688	0	0.288885114	0	0	1.201727532	1.029429079	0.340192454	0.317507312	0	0.264055858	0.463732407	0.466925528	0.817227295	0.900787916	0.719020735	0.721020681	0.608661314	0.361400234	0.974623346	1.08587054	0.526649095	0.497110939	0.716650558	0.446214014	0.654015554	0	0.424655859	0.443672967	0.417623332	0.401063102	0	0.560829426	0.522697853	0.607019714	0	0	0	1.256963875	0	0	0	0	0.970791758	1.125619023	0	0	0	0	0	0	0.400723821	0
"P31025;Q5VSP4"	P31025	"3;1"	"3;1"	"3;1"	Lipocalin-1	LCN1	2.979821499	4.040752358	3.599656381	3.472975518	3.264991922	3.22069475	6.055526989	6.425631375	1.547817351	0	9.157968328	14.46114131	7.8018204	7.869455644	0	0	0	5.056243157	16.43322383	13.54038272	6.990582239	7.759933014	4.831779827	5.164645499	2.144219267	0	7.687147151	9.005753431	0	0	2.863822326	2.984240238	8.811074698	8.353026868	12.22998907	27.59466491	4.01748267	11.10018312	10.48729432	5.789243223	5.130250984	6.426350214	1.825416022	0	4.920344788	6.213356714	4.516588884	3.183982682	5.356375844	1.486991564	4.512721319	5.598666845	2.163068025	1.413833776
P29622	P29622	9	9	9	Kallistatin	SERPINA4	1.219863659	1.034832849	0.245701023	0.551440382	0	0	0	0.892168731	1.52149242	1.209384353	0.510832739	1.040966838	0	0.703030786	1.816178917	1.197544434	0.567355178	0.50086493	0	0.595165035	0.110125553	0	1.366870787	1.323945847	1.621554338	1.088539085	1.572501066	1.598393149	1.008739271	1.037053682	0.848975838	0.583533142	0	0.274412991	2.615543905	0.863940548	14.62398793	0	12.06710296	4.078871119	0	0	0.995864121	1.995165644	2.666625802	1.815982736	1.684931253	2.27214068	4.727703533	1.475013527	0.737283509	1.209519343	1.291776618	1.697681792
"Q12794-7;Q12794-2;Q12794;Q12794-4;Q12794-3;C9JB49;C9JRK1"	"Q12794-7;Q12794-2;Q12794;Q12794-4"	"5;5;5;3;2;1;1"	"5;5;5;3;2;1;1"	"5;5;5;3;2;1;1"	Hyaluronidase-1	HYAL1	6.854545613	7.697621586	2.762404999	2.951894271	0.544952558	0	3.3225705	3.465526122	3.325329093	3.118501649	1.066884823	1.643249952	0	0.121494243	5.369159949	4.641447952	0	0	3.514164364	3.158707687	6.725333931	7.310492892	3.449557304	4.827543053	4.306133777	2.22133314	1.046724289	0	0	1.363097158	2.386366625	2.91964167	0.475312484	0	3.14782719	3.617902558	0	2.76428029	17.22775964	5.412034211	4.455834368	4.234296649	0	0	4.425872421	3.889665459	2.058303889	2.210503444	31.0383989	3.077613861	2.034491354	2.666698602	2.390565787	1.841144865
"J3QQR8;J3QQX6;J3QRQ1;J3QRT5;P13598;J3QKR4"	"J3QQR8;J3QQX6;J3QRQ1;J3QRT5;P13598;J3QKR4"	"4;4;4;4;4;3"	"4;4;4;4;4;3"	"4;4;4;4;4;3"	Intercellular adhesion molecule 2	ICAM2	4.540836614	5.651585911	1.092023107	0	5.090785873	0	11.96517493	12.24313618	12.68022013	12.8388326	6.831250394	9.095994733	5.095089695	4.72740849	8.150331473	8.544042287	0	0	5.685698283	4.9424387	6.067419023	6.732663299	7.294409193	8.022890722	34.47429616	21.69478791	6.045334912	6.391732189	0	0	0	3.793197633	5.759775288	5.91491967	6.778672965	9.168020801	1.388594621	0	26.57615279	10.52246696	4.089225954	4.365399865	0	0	9.236462411	11.3599684	12.06906988	11.1891133	0	0	2.12218577	4.555526077	8.714332467	6.675935691
"Q9BX67-2;Q9BX67"	"Q9BX67-2;Q9BX67"	"5;5"	"5;5"	"5;5"	Junctional adhesion molecule C	JAM3	0	1.277624971	0.828751408	1.064582768	0	0	5.787574034	3.179447392	2.920240508	2.905597219	3.231080444	4.610893047	2.257061477	2.676696864	0.991774536	0.996025315	0	3.184292871	3.202588234	1.732796132	2.858759899	2.889172308	1.620096558	2.66793807	9.087717327	5.942953052	1.317031896	2.644204816	0	0	0	1.153847941	3.004987508	3.431784633	2.686065066	5.798412382	0	0	6.045837391	4.839829811	0	3.315033617	0	0	3.063898846	3.476526089	2.107912857	2.140100075	2.538986008	1.059558481	1.804782606	0	3.149443318	2.73202008
"P36639;P36639-3;P36639-2;P36639-1"	"P36639;P36639-3;P36639-2;P36639-1"	"4;4;4;4"	"4;4;4;4"	"4;4;4;4"	7,8-dihydro-8-oxoguanine triphosphatase	NUDT1	4.304278939	0	0	0	1.26471946	1.209192124	4.835754197	1.881463741	0	3.341159588	2.06664744	3.22773226	5.414881545	5.669385965	2.576730038	2.099172546	3.229859371	5.204979826	10.39726332	7.699596225	3.347275994	8.269949776	4.615775395	2.434176125	7.059867038	0	0	4.175932225	2.92441088	0.944861694	4.659212233	0	7.067333761	4.362576264	4.501195331	7.628507109	0	0	0	2.541705962	0	3.667719462	0	0	6.377399502	7.307983077	4.471643046	5.281712854	0	0	1.400128575	2.25908632	6.328720381	4.304672371
"P11597;H3BRJ9;P11597-2"	"P11597;H3BRJ9;P11597-2"	"8;7;6"	"8;7;6"	"8;7;6"	Cholesteryl ester transfer protein	CETP	0.856933808	0.717050285	0.344508935	0.241650539	0.603405837	0.516939303	1.463399583	0.67334666	0.849776365	0.575888495	1.148076665	1.504000587	0.803646418	0.595002616	0	0	0	0	3.547443085	4.326030077	1.68805552	1.720016763	2.755426995	2.640189891	3.299471967	2.089182399	0	0.201731316	0	0	2.232587661	2.593100746	0.251681487	0	0.500653147	0.691941651	0.685993827	2.21702968	0	1.457735824	2.215598404	2.27873669	0	0.472961561	0.686391317	0.498819923	1.791183884	1.414056844	0	0	0.851087052	0.899336781	0.746667427	0.638103846
"F2Z3J9;Q14914-2;Q14914;Q5JVP2"	"F2Z3J9;Q14914-2;Q14914"	"5;5;5;1"	"5;5;5;1"	"5;5;5;1"	Prostaglandin reductase 1	PTGR1	2.313978737	2.75165012	6.018325202	6.077363462	0	0	1.239262648	0.965558073	0	1.360721245	0.342848212	0	1.109202719	1.12202249	3.213140214	3.351631759	2.802857458	3.306671039	1.704936277	0.758242991	1.768275301	1.859552529	2.312230663	2.290665776	0.650804629	0	1.06362929	0.56488016	0	0	2.985690039	2.773726166	0	0.717360339	1.653327996	4.534950606	0	0	5.099139734	0	1.160566354	1.155636118	1.624749703	0	1.536589882	1.566791275	0	0.596485209	1.152153202	0.410548949	0.536331602	0	2.977501448	2.867780116
"Q9HC84;A0A6Q8PGX3;A0A0G2JM87;A0A0G2JR65;Q02817"	Q9HC84	"48;1;1;1;1"	"48;1;1;1;1"	"45;0;0;0;0"	Mucin-5B	MUC5B	0.058767144	0.104641772	0.031528675	0.052392457	0.020446278	0.026080759	0	0.01340912	0	0.015936027	0.008562976	0.01459705	0	0	0.017602544	0.028173509	0.060428317	0.048226861	0	0	0	0	1.734462507	1.714618563	0.042649887	0.02053826	0.105797105	0.098723827	0.076210705	0.08109262	0.987925922	0.970529153	0.098098775	0	0.027354629	0.035710357	0.055992354	0	1.906743698	0.120682597	0.064088274	0	0.145315515	0.548881213	0.03018542	0	0.038034675	0.063235636	33.40628738	15.48945632	0.185458214	0.16097121	0.234706306	0.204212008
"P07711-3;P07711;A0A7I2V5M3;A0A7I2V484;Q5T8F0;A0A7I2YQA2;A0A7I2YQB5;A0A7I2V2H7"	"P07711-3;P07711;A0A7I2V5M3;A0A7I2V484;Q5T8F0;A0A7I2YQA2"	"5;5;4;3;3;3;2;2"	"5;5;4;3;3;3;2;2"	"5;5;4;3;3;3;2;2"	"Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain"	CTSL	14.12201498	14.81155199	3.115455914	3.075317624	0	1.112793108	2.450815322	0	2.09619375	2.29116002	0	4.54091449	5.223563202	2.697763684	4.158209128	3.760675016	0	11.09040609	6.89671205	5.454181252	0	4.827110636	4.718125125	5.015415684	0	5.561826994	5.613086072	5.537081023	0	0	3.712639902	0	3.292546289	5.444241787	2.965534232	5.107329161	0	4.707319031	0	0	8.067407639	4.682430381	1.79585621	5.994754767	2.768944687	5.451472575	4.496063958	4.558259569	0	0	2.988260024	3.286327334	2.333714644	2.56849066
Q14210	Q14210	4	4	4	Lymphocyte antigen 6D	LY6D	2.194052449	5.565548136	4.020179123	4.592978094	11.99910313	11.31791179	20.99282488	21.64650078	0	0	6.870405667	9.992089264	10.99379036	20.13554258	0	0	15.27518559	13.49124069	0	0	0	0	0	0	2.94807021	1.508301307	18.32635154	21.14798899	11.28577343	12.33989474	4.861769537	3.31098075	15.14444913	16.55565965	6.328862802	0	1.647209926	0	0	0	7.664156915	6.579223988	0	0	3.267483971	5.341097602	3.071810039	0	0	1.766294393	2.87088686	0	6.140310601	10.84445155
"A0A6Q8PFJ0;P02545-3;P02545;P02545-6;A0A804HL68;P02545-2;Q3BDU5;A0A6Q8PHQ9;A0A6Q8PF80;P02545-5;P02545-4;A0A6Q8PGH0;Q5TCI8;A0A6Q8PFM1;A0A6Q8PF59;A0A6Q8PFF5"	"A0A6Q8PFJ0;P02545-3;P02545;P02545-6;A0A804HL68;P02545-2;Q3BDU5;A0A6Q8PHQ9;A0A6Q8PF80;P02545-5;P02545-4;A0A6Q8PGH0;Q5TCI8"	"17;17;17;16;15;15;13;13;12;11;11;10;9;6;6;1"	"17;17;17;16;15;15;13;13;12;11;11;10;9;6;6;1"	"17;17;17;16;15;15;13;13;12;11;11;10;9;6;6;1"	"Prelamin-A/C;Lamin-A/C"	LMNA	0.398838769	0.785402129	3.360759814	3.936617375	0.10288846	0.126691539	0.142254336	0.430423928	0.275845482	0	0.153560023	0.586064741	0	0	0.670574322	0.750883857	0	0.649445555	0	0	0.397807202	0.476175777	0.845344061	1.319358976	0	0	2.310287754	2.672470974	0.704385515	0	0	0	2.468353658	1.954893033	0.185477469	0.270897604	0.670266516	1.209712912	0.648882561	1.846252102	0.724020595	0	0	0	1.516168923	2.985435412	1.199644144	1.255568899	14.19938493	4.570270906	8.70828447	8.827519602	1.413232158	1.572931202
"P07288;M0R1F0;P07288-3;P07288-5;P07288-2;M0R294;M0R1Z7;M0QZF9;A0A0B4J1X3;M0QX57;P07288-4;M0R1T3;M0QXQ7;P20151-3"	"P07288;M0R1F0;P07288-3;P07288-5;P07288-2;M0R294;M0R1Z7;M0QZF9"	"12;11;10;10;10;8;7;7;4;4;3;1;1;1"	"12;11;10;10;10;8;7;7;4;4;3;1;1;1"	"11;10;9;9;9;7;7;7;3;3;2;0;0;0"	Prostate-specific antigen	KLK3	0	0.204441143	0	0	0	0.431850038	12.10674895	10.72774847	7.614700766	7.475882121	6.203533687	9.345476376	7.951285181	3.66587979	5.021584855	4.42035982	96.19225747	104.4667093	0	0	252.9786852	272.3502403	25.4324363	27.63012846	30.51672894	24.52296912	0	0	0	0	271.9136776	267.3011674	0	0	24.76933373	42.69923096	32.91118191	87.44446666	0	0	0	0	233.3426785	376.0272221	0	0.396478852	109.2032104	119.5555878	0	0.682614203	0	0.422206699	276.425016	221.7363953
"O43291;K7EKC8;K7EKQ0;K7EM91"	"O43291;K7EKC8;K7EKQ0;K7EM91"	"2;1;1;1"	"2;1;1;1"	"2;1;1;1"	Kunitz-type protease inhibitor 2	SPINT2	1.389018461	1.518813806	0	0	0.753662542	0.779675277	3.37318647	3.289849641	1.178193997	0	1.849143365	2.39531526	2.32095067	2.112388773	0	2.353489114	3.721046739	4.466633966	0	2.025881545	2.845143885	2.899432535	0	1.705553506	0	0	1.624197746	1.741601254	0	0	0	0	1.44984632	1.412900173	1.879134355	1.957219185	0	0	0	1.106550005	0	0	0	0	1.539997778	1.791160743	0	0	0	0	0	0	0	1.823450672
A0A0A0MS15	A0A0A0MS15	4	4	3		IGHV3-49	10.78374391	13.17982778	4.703257348	5.038405499	6.459966489	5.676415197	6.491111372	6.176766746	0	0	8.992986647	9.258757543	18.82200373	13.37932034	0	0	4.946236116	4.618396227	0	2.305448804	11.48793858	11.90224842	0	0	11.0880626	21.01435734	0	0	0	0	2.031983913	2.880069537	0	0	2.927526113	4.76066893	0	0	0	10.21447496	2.985568434	2.377255016	13.1498318	13.36408357	1.714002587	2.276746023	10.50837139	9.216049408	0	11.66590763	3.692448603	3.871214963	6.66593655	5.182715341
"V9GYM3;P02652;V9GYE3;V9GYG9;V9GYC1;V9GYS1"	"V9GYM3;P02652;V9GYE3;V9GYG9;V9GYC1;V9GYS1"	"6;6;4;4;3;3"	"6;6;4;4;3;3"	"6;6;4;4;3;3"	"Apolipoprotein A-II;Proapolipoprotein A-II;Truncated apolipoprotein A-II"	APOA2	6.456087393	10.38468142	0.585066729	0	6.540702801	5.118955535	3.707227413	4.067782286	1.699242566	0	1.391638534	2.805894315	2.415813539	1.644295317	2.79318953	2.865306799	0	0	0	0.70257177	0	0.830732273	0	0	34.62396405	20.96866763	0.545723322	0	0	0	0	0	0	0	0	0	2.263611795	9.456260919	18.19326096	1.151721271	0	0	72.44840552	222.9996542	2.615723388	3.523326179	4.207876863	4.300022615	84.29556559	24.58419901	3.622513362	2.063660364	1.64883774	1.431060134
